ticker,simulated_date,action_A,conf_A,k_return,correct_A,action_B,conf_B,correct_B,flipped,true_label
JPM,2024-03-04,BUY,0.7,0.032033418341010755,1,SELL,0.5,0,True,BUY
JPM,2024-04-15,BUY,0.65,0.056810064610376625,1,SELL,0.75,0,True,BUY
JPM,2024-06-17,BUY,0.65,0.07103300302452127,1,SELL,0.75,0,True,BUY
JNJ,2024-07-08,BUY,0.65,0.060214709347463626,1,HOLD,0.75,0,True,BUY
XOM,2024-07-08,BUY,0.65,0.02754492391564977,1,HOLD,0.7,0,True,BUY
AAPL,2024-09-09,BUY,0.65,0.025168675659596344,1,HOLD,0.7,0,True,BUY
NVDA,2024-09-09,BUY,0.7,0.0920442761679558,1,HOLD,0.75,0,True,BUY
JPM,2024-09-30,BUY,0.65,0.05680170197333251,1,HOLD,0.85,0,True,BUY
AAPL,2024-11-11,BUY,0.65,0.03853181782540459,1,HOLD,0.75,0,True,BUY
AAPL,2025-01-13,BUY,0.65,0.01646760497226829,1,SELL,0.5,0,True,HOLD
JNJ,2025-01-13,BUY,0.7,0.040908310965670235,1,HOLD,0.5,0,True,BUY
AAPL,2025-02-03,BUY,0.65,0.07336862813414285,1,SELL,0.7,0,True,BUY
JNJ,2025-02-03,BUY,0.65,0.02871302661064907,1,HOLD,0.7,0,True,BUY
NVDA,2025-02-03,BUY,0.65,0.19492533335723214,1,SELL,0.5,0,True,BUY
JPM,2025-04-07,BUY,0.65,0.09862896129190615,1,SELL,0.75,0,True,BUY
NVDA,2025-04-07,BUY,0.65,0.012802109984043668,1,SELL,0.75,0,True,HOLD
XOM,2025-04-07,BUY,0.6,0.05206918209920198,1,SELL,0.75,0,True,BUY
JNJ,2025-04-28,HOLD,0.55,-0.00778896007034799,1,HOLD,0.65,1,False,HOLD
NVDA,2025-06-09,BUY,0.85,0.03702053906265381,1,BUY,0.75,1,False,BUY
NVDA,2025-06-30,BUY,0.7,0.08044800704113728,1,BUY,0.7,1,False,BUY
XOM,2025-06-30,BUY,0.65,0.04740258609809067,1,SELL,0.65,0,True,BUY
NVDA,2025-07-21,BUY,0.75,0.050297489773649895,1,HOLD,0.5,0,True,BUY
JNJ,2025-08-11,BUY,0.6,0.026406517622819373,1,HOLD,0.65,0,True,BUY
XOM,2025-08-11,BUY,0.65,0.06566922952905722,1,SELL,0.7,0,True,BUY
JNJ,2025-09-22,BUY,0.6,0.08007574300157475,1,SELL,0.7,0,True,BUY
XOM,2025-10-13,BUY,0.65,0.03296513514470543,1,HOLD,0.75,0,True,BUY
XOM,2025-11-03,BUY,0.7,0.04350645264455727,1,BUY,0.75,1,False,BUY
JNJ,2025-12-15,SELL,0.6,-0.03389827959113349,1,HOLD,0.75,0,True,SELL
NVDA,2025-12-15,BUY,0.75,0.06381530675845194,1,HOLD,0.75,0,True,BUY
JNJ,2026-01-26,BUY,0.75,0.07743005985742178,1,SELL,0.5,0,True,BUY
XOM,2026-01-26,BUY,0.7,0.12140315910836678,1,HOLD,0.75,0,True,BUY
